2023,104,1.94,0.06,4.18,0,0,0,1.72
2023,105,1.91,0.05,3.77,0,0,0,1.61
2023,106,1.73,0.05,3.86,0,0,0,1.56
2023,107,1.63,0,3.5,0,0,0,1.43
2023,108,1.43,0,3.07,0,0,0,1.25
2023,109,1.26,0,0.76,0,0,0,0.64
2023,110,1.26,0,0.64,0,0,0,0.62
2023,111,1.24,0,0.36,0,0,0,0.54
2023,112,1.22,0,0.37,0,0,0,0.53
2023,113,1.26,0,0.2,0,0,0,0.51
2023,114,1.14,0,0.2,0,0,0,0.46
2023,115,1.13,0,0.19,0,0,0,0.46
2023,116,1.13,0,0.12,0,0,0,0.44
2023,117,1.12,0,0,0,0,0,0.41
2023,118,1.1,0,0,0,0,0,0.4
2023,119,1.1,0,0,0,0,0,0.4
2023,120,1.08,0,0,0,0,0,0.4
2023,121,1.02,0,0,0,0,0,0.37
2023,122,1,0,0,0,0,0,0.36
2023,123,1,0,0,0,0,0,0.37
2023,124,1,0,0,0,0,0,0.37
2023,125,0.95,0,0,0,0,0,0.35
2023,126,0.94,0,0,0,0,0,0.34
2023,127,0.94,0,0,0,0,0,0.34
2023,128,0.93,0,0,0,0,0,0.34
2023,129,0.94,0,0,0,0,0,0.34
2023,130,0.93,0,0,0,0,0,0.34
2023,131,0.92,0,0,0,0,0,0.34
2023,132,0.84,0,0,0,0,0,0.31
2023,133,0.71,0,0,0,0,0,0.26
2023,134,0.53,0,0,0,0,0,0.19
2023,135,0.35,0,0,0,0,0,0.13
2023,136,0.05,0,0,0,0,0,0.02
2023,137,0.02,0,0,0,0,0,0.01
2023,138,0,0,0,0,0,0,0
2023,139,0,0,0,0,0,0,0
2023,140,0,0,0,0,0,0,0
2023,141,0,0,0,0,0,0,0
